Customer ID,Segment,Recency,Frequency,Monetary,SnapshotDate
18251,Exceptional high-value,87,9,26278.86,2011-12-10 12:50:00
12346,Lapsed low-value,529,2,169.36,2011-12-10 12:50:00
12347,Champions,2,8,5633.32,2011-12-10 12:50:00
12348,At-risk established,75,5,1658.3999999999999,2011-12-10 12:50:00
12349,Recent developing,19,3,3678.69,2011-12-10 12:50:00
12350,Lapsed low-value,310,1,294.4,2011-12-10 12:50:00
12351,Lapsed low-value,375,1,300.93,2011-12-10 12:50:00
12352,Champions,36,9,1609.21,2011-12-10 12:50:00
12353,Lapsed low-value,204,2,406.76,2011-12-10 12:50:00
12354,Lapsed low-value,232,1,1079.4,2011-12-10 12:50:00
12355,At-risk established,214,2,947.61,2011-12-10 12:50:00
12356,Champions,23,6,5613.68,2011-12-10 12:50:00
12358,Champions,2,5,3447.07,2011-12-10 12:50:00
12359,Champions,58,10,8672.39,2011-12-10 12:50:00
12360,At-risk established,52,6,3612.89,2011-12-10 12:50:00
12361,At-risk established,287,4,451.25,2011-12-10 12:50:00
12362,Champions,3,10,4665.58,2011-12-10 12:50:00
12363,Lapsed low-value,110,2,552.0,2011-12-10 12:50:00
12364,Recent developing,8,4,1208.1,2011-12-10 12:50:00
12365,Lapsed low-value,291,1,320.69,2011-12-10 12:50:00
12366,Lapsed low-value,634,1,500.24,2011-12-10 12:50:00
12367,Recent developing,4,1,150.9,2011-12-10 12:50:00
12368,Lapsed low-value,628,1,917.6999999999999,2011-12-10 12:50:00
12369,At-risk established,413,3,1511.15,2011-12-10 12:50:00
12370,Champions,51,7,3960.31,2011-12-10 12:50:00
12371,At-risk established,60,4,3347.38,2011-12-10 12:50:00
12372,At-risk established,72,3,1196.04,2011-12-10 12:50:00
12373,At-risk established,311,3,927.6500000000001,2011-12-10 12:50:00
12374,Recent developing,25,3,2669.22,2011-12-10 12:50:00
12375,Recent developing,11,2,375.42,2011-12-10 12:50:00
12376,Lapsed low-value,390,2,383.15,2011-12-10 12:50:00
12377,At-risk established,315,4,3266.32,2011-12-10 12:50:00
12378,At-risk established,130,2,5416.32,2011-12-10 12:50:00
12379,At-risk established,82,4,1468.27,2011-12-10 12:50:00
12380,Champions,22,8,7171.0,2011-12-10 12:50:00
12381,Recent developing,5,3,1433.46,2011-12-10 12:50:00
12383,At-risk established,185,5,1617.31,2011-12-10 12:50:00
12384,Recent developing,29,2,406.16,2011-12-10 12:50:00
12385,At-risk established,379,1,1668.4,2011-12-10 12:50:00
12386,Lapsed low-value,338,2,660.8,2011-12-10 12:50:00
12387,Lapsed low-value,415,1,143.94,2011-12-10 12:50:00
12388,Champions,16,8,3901.11,2011-12-10 12:50:00
12389,At-risk established,403,3,1433.33,2011-12-10 12:50:00
12390,Lapsed low-value,80,1,504.84000000000003,2011-12-10 12:50:00
12391,Champions,22,6,2747.82,2011-12-10 12:50:00
12392,Lapsed low-value,591,1,234.75000000000003,2011-12-10 12:50:00
12393,At-risk established,72,6,2376.75,2011-12-10 12:50:00
12394,Recent developing,64,2,1080.48,2011-12-10 12:50:00
12395,Champions,19,15,4530.92,2011-12-10 12:50:00
12396,Lapsed low-value,674,1,931.43,2011-12-10 12:50:00
12397,Recent developing,36,2,2214.9,2011-12-10 12:50:00
12398,Recent developing,46,1,1435.66,2011-12-10 12:50:00
12399,At-risk established,119,7,1842.3,2011-12-10 12:50:00
12400,Lapsed low-value,414,1,205.25,2011-12-10 12:50:00
12401,Lapsed low-value,303,1,69.3,2011-12-10 12:50:00
12402,At-risk established,323,6,1124.15,2011-12-10 12:50:00
12403,Recent developing,50,2,947.36,2011-12-10 12:50:00
12405,At-risk established,149,1,1390.39,2011-12-10 12:50:00
12406,Champions,22,5,6072.21,2011-12-10 12:50:00
12407,At-risk established,50,5,1507.1200000000001,2011-12-10 12:50:00
12408,Champions,33,8,3859.77,2011-12-10 12:50:00
12409,Champions,79,7,23091.27,2011-12-10 12:50:00
12410,At-risk established,309,3,761.46,2011-12-10 12:50:00
12411,Lapsed low-value,410,1,346.9,2011-12-10 12:50:00
12412,At-risk established,75,6,2389.03,2011-12-10 12:50:00
12413,At-risk established,67,4,861.5,2011-12-10 12:50:00
12414,Lapsed low-value,217,3,442.41,2011-12-10 12:50:00
12416,Lapsed low-value,657,1,202.56,2011-12-10 12:50:00
12417,Champions,3,20,5909.21,2011-12-10 12:50:00
12418,At-risk established,113,4,2016.25,2011-12-10 12:50:00
12419,Lapsed low-value,386,2,391.01,2011-12-10 12:50:00
12420,Recent developing,64,1,600.39,2011-12-10 12:50:00
12421,Recent developing,16,6,869.6,2011-12-10 12:50:00
12422,Champions,96,12,3639.35,2011-12-10 12:50:00
12423,Champions,1,10,2291.19,2011-12-10 12:50:00
12424,At-risk established,163,4,3340.03,2011-12-10 12:50:00
12425,At-risk established,78,2,1680.81,2011-12-10 12:50:00
12426,At-risk established,195,2,1167.41,2011-12-10 12:50:00
12427,Recent developing,22,3,831.87,2011-12-10 12:50:00
12428,Champions,26,8,6362.88,2011-12-10 12:50:00
12429,Champions,9,8,6979.91,2011-12-10 12:50:00
12430,Recent developing,43,1,216.4,2011-12-10 12:50:00
12431,Champions,36,25,10382.57,2011-12-10 12:50:00
12432,At-risk established,43,4,4359.32,2011-12-10 12:50:00
12434,At-risk established,85,3,1062.48,2011-12-10 12:50:00
12435,Champions,80,6,13925.93,2011-12-10 12:50:00
12436,Lapsed low-value,100,1,429.01000000000005,2011-12-10 12:50:00
12437,Champions,2,38,11041.55,2011-12-10 12:50:00
12438,Recent developing,14,2,2466.85,2011-12-10 12:50:00
12439,At-risk established,683,2,1104.48,2011-12-10 12:50:00
12440,Lapsed low-value,462,2,648.15,2011-12-10 12:50:00
12441,Lapsed low-value,367,1,311.1,2011-12-10 12:50:00
12442,Recent developing,3,1,144.06,2011-12-10 12:50:00
12443,Lapsed low-value,732,1,365.31,2011-12-10 12:50:00
12444,Champions,21,5,4085.46,2011-12-10 12:50:00
12445,Recent developing,22,2,370.48,2011-12-10 12:50:00
12446,Recent developing,58,1,1002.3100000000001,2011-12-10 12:50:00
12447,Lapsed low-value,243,1,431.49,2011-12-10 12:50:00
12448,Recent developing,44,1,365.45,2011-12-10 12:50:00
12449,Champions,22,5,4274.89,2011-12-10 12:50:00
12450,At-risk established,156,5,666.95,2011-12-10 12:50:00
12451,Champions,11,8,12445.33,2011-12-10 12:50:00
12452,Recent developing,17,1,348.57,2011-12-10 12:50:00
12453,Lapsed low-value,134,1,707.09,2011-12-10 12:50:00
12454,At-risk established,396,1,4098.96,2011-12-10 12:50:00
12455,Champions,73,9,5722.95,2011-12-10 12:50:00
12456,At-risk established,44,3,2553.89,2011-12-10 12:50:00
12457,At-risk established,66,5,2033.1599999999999,2011-12-10 12:50:00
12458,At-risk established,71,4,1502.49,2011-12-10 12:50:00
12459,Lapsed low-value,605,1,398.36,2011-12-10 12:50:00
12460,Lapsed low-value,456,1,296.65,2011-12-10 12:50:00
12461,Lapsed low-value,155,1,626.88,2011-12-10 12:50:00
12462,Recent developing,19,2,872.01,2011-12-10 12:50:00
12463,At-risk established,53,4,1175.58,2011-12-10 12:50:00
12464,Recent developing,10,8,957.05,2011-12-10 12:50:00
12465,Recent developing,17,2,673.89,2011-12-10 12:50:00
12468,At-risk established,188,5,3204.09,2011-12-10 12:50:00
12469,At-risk established,523,2,3070.54,2011-12-10 12:50:00
12470,Lapsed low-value,690,1,211.95,2011-12-10 12:50:00
12471,Champions,2,71,33372.17,2011-12-10 12:50:00
12472,Champions,32,19,15711.23,2011-12-10 12:50:00
12473,At-risk established,54,3,2555.77,2011-12-10 12:50:00
12474,Champions,17,29,10964.65,2011-12-10 12:50:00
12475,Recent developing,54,2,1065.64,2011-12-10 12:50:00
12476,Champions,16,18,11949.88,2011-12-10 12:50:00
12477,Champions,23,9,20184.64,2011-12-10 12:50:00
12478,Recent developing,4,1,545.99,2011-12-10 12:50:00
12479,Recent developing,11,1,423.3,2011-12-10 12:50:00
12480,Champions,28,7,4805.1,2011-12-10 12:50:00
12481,Champions,23,14,11047.03,2011-12-10 12:50:00
12483,Champions,17,19,4031.33,2011-12-10 12:50:00
12484,Champions,35,9,5510.2,2011-12-10 12:50:00
12485,Lapsed low-value,529,1,708.1,2011-12-10 12:50:00
12486,Lapsed low-value,432,1,917.28,2011-12-10 12:50:00
12487,Lapsed low-value,731,1,285.29999999999995,2011-12-10 12:50:00
12488,Recent developing,10,3,1244.66,2011-12-10 12:50:00
12489,Lapsed low-value,336,1,298.93,2011-12-10 12:50:00
12490,Champions,5,20,8759.64,2011-12-10 12:50:00
12491,Recent developing,39,1,424.40000000000003,2011-12-10 12:50:00
12492,Recent developing,63,3,607.21,2011-12-10 12:50:00
12493,Lapsed low-value,166,2,362.79,2011-12-10 12:50:00
12494,Champions,16,9,1496.47,2011-12-10 12:50:00
12495,Lapsed low-value,641,1,243.4,2011-12-10 12:50:00
12496,Lapsed low-value,620,2,54.09,2011-12-10 12:50:00
12497,At-risk established,82,3,5996.5,2011-12-10 12:50:00
12498,Recent developing,21,3,349.70000000000005,2011-12-10 12:50:00
12499,Lapsed low-value,560,1,357.72,2011-12-10 12:50:00
12500,Champions,23,18,5502.11,2011-12-10 12:50:00
12501,At-risk established,337,1,1945.68,2011-12-10 12:50:00
12502,At-risk established,96,5,2995.87,2011-12-10 12:50:00
12503,Lapsed low-value,584,1,896.0,2011-12-10 12:50:00
12504,Recent developing,18,4,353.65,2011-12-10 12:50:00
12505,Lapsed low-value,409,1,744.5,2011-12-10 12:50:00
12506,Lapsed low-value,233,1,73.5,2011-12-10 12:50:00
12507,At-risk established,134,4,1466.81,2011-12-10 12:50:00
12508,Recent developing,26,2,398.27,2011-12-10 12:50:00
12509,Lapsed low-value,284,1,158.5,2011-12-10 12:50:00
12510,At-risk established,143,7,2989.33,2011-12-10 12:50:00
12511,At-risk established,429,1,3065.77,2011-12-10 12:50:00
12512,Lapsed low-value,66,2,138.03,2011-12-10 12:50:00
12513,Lapsed low-value,113,1,532.79,2011-12-10 12:50:00
12514,At-risk established,267,2,1597.76,2011-12-10 12:50:00
12515,Lapsed low-value,353,1,278.7,2011-12-10 12:50:00
12516,At-risk established,78,4,2288.62,2011-12-10 12:50:00
12517,Recent developing,28,4,2284.89,2011-12-10 12:50:00
12518,Recent developing,1,5,1840.89,2011-12-10 12:50:00
12519,Recent developing,64,2,605.19,2011-12-10 12:50:00
12520,At-risk established,79,5,2307.26,2011-12-10 12:50:00
12521,Lapsed low-value,143,1,545.68,2011-12-10 12:50:00
12522,Recent developing,39,2,156.72,2011-12-10 12:50:00
12523,Champions,19,23,3907.8,2011-12-10 12:50:00
12524,Champions,9,17,9759.36,2011-12-10 12:50:00
12525,At-risk established,498,3,790.9300000000001,2011-12-10 12:50:00
12526,Recent developing,1,3,1172.66,2011-12-10 12:50:00
12527,At-risk established,82,5,717.51,2011-12-10 12:50:00
12528,Recent developing,9,6,1634.28,2011-12-10 12:50:00
12529,Lapsed low-value,528,1,311.78000000000003,2011-12-10 12:50:00
12530,Champions,60,9,3329.86,2011-12-10 12:50:00
12531,Recent developing,15,2,1737.05,2011-12-10 12:50:00
12532,Recent developing,30,1,313.83000000000004,2011-12-10 12:50:00
12533,At-risk established,628,2,1005.99,2011-12-10 12:50:00
12534,Lapsed low-value,131,1,981.18,2011-12-10 12:50:00
12535,Recent developing,92,2,716.35,2011-12-10 12:50:00
12537,Lapsed low-value,409,1,612.94,2011-12-10 12:50:00
12538,Recent developing,29,2,640.45,2011-12-10 12:50:00
12539,Champions,22,7,11186.75,2011-12-10 12:50:00
12540,Champions,20,32,19172.04,2011-12-10 12:50:00
12541,Recent developing,30,3,841.18,2011-12-10 12:50:00
12542,Lapsed low-value,484,2,423.38,2011-12-10 12:50:00
12543,Lapsed low-value,448,1,840.25,2011-12-10 12:50:00
12544,Recent developing,36,1,299.7,2011-12-10 12:50:00
12545,Recent developing,75,2,832.39,2011-12-10 12:50:00
12546,Recent developing,47,2,1001.5,2011-12-10 12:50:00
12547,Lapsed low-value,198,3,299.58,2011-12-10 12:50:00
12548,Lapsed low-value,166,1,67.19999999999999,2011-12-10 12:50:00
12549,At-risk established,576,5,1570.68,2011-12-10 12:50:00
12550,Recent developing,79,1,824.83,2011-12-10 12:50:00
12551,Lapsed low-value,358,1,168.0,2011-12-10 12:50:00
12552,Recent developing,40,1,317.82,2011-12-10 12:50:00
12553,Champions,8,12,4044.82,2011-12-10 12:50:00
12554,Lapsed low-value,449,1,384.5,2011-12-10 12:50:00
12556,Recent developing,50,2,603.71,2011-12-10 12:50:00
12557,Champions,16,8,18716.14,2011-12-10 12:50:00
12559,Lapsed low-value,311,2,500.21000000000004,2011-12-10 12:50:00
12560,Recent developing,5,2,1894.31,2011-12-10 12:50:00
12561,Lapsed low-value,303,1,238.85,2011-12-10 12:50:00
12562,Champions,8,9,4426.92,2011-12-10 12:50:00
12563,Lapsed low-value,409,1,221.24,2011-12-10 12:50:00
12564,Lapsed low-value,261,1,402.9,2011-12-10 12:50:00
12565,Lapsed low-value,289,1,131.17,2011-12-10 12:50:00
12566,Lapsed low-value,86,1,292.7,2011-12-10 12:50:00
12567,Champions,23,15,12151.82,2011-12-10 12:50:00
12568,Lapsed low-value,645,1,52.0,2011-12-10 12:50:00
12569,Champions,2,32,3128.9900000000002,2011-12-10 12:50:00
12571,Recent developing,40,2,519.61,2011-12-10 12:50:00
12572,Recent developing,9,2,896.72,2011-12-10 12:50:00
12573,At-risk established,227,5,717.41,2011-12-10 12:50:00
12574,Lapsed low-value,316,1,182.45000000000002,2011-12-10 12:50:00
12575,Lapsed low-value,457,2,568.8199999999999,2011-12-10 12:50:00
12576,Champions,36,8,2003.87,2011-12-10 12:50:00
12577,Champions,35,8,1587.4,2011-12-10 12:50:00
12578,Champions,21,4,3967.7000000000003,2011-12-10 12:50:00
12579,Lapsed low-value,78,1,374.72,2011-12-10 12:50:00
12580,At-risk established,247,2,962.9,2011-12-10 12:50:00
12581,Recent developing,40,1,179.71,2011-12-10 12:50:00
12582,At-risk established,239,4,1820.4,2011-12-10 12:50:00
12583,Champions,3,27,13211.75,2011-12-10 12:50:00
12584,Champions,4,9,1824.7,2011-12-10 12:50:00
12585,At-risk established,234,2,1768.51,2011-12-10 12:50:00
12586,Recent developing,17,4,2045.67,2011-12-10 12:50:00
12587,Recent developing,8,1,104.0,2011-12-10 12:50:00
12588,Recent developing,39,3,698.98,2011-12-10 12:50:00
12589,Champions,29,6,2752.17,2011-12-10 12:50:00
12591,At-risk established,317,3,1128.15,2011-12-10 12:50:00
12592,At-risk established,92,4,1723.6399999999999,2011-12-10 12:50:00
12593,Lapsed low-value,109,3,382.09999999999997,2011-12-10 12:50:00
12594,Champions,38,14,4862.51,2011-12-10 12:50:00
12595,Lapsed low-value,505,1,281.02,2011-12-10 12:50:00
12596,Recent developing,51,2,450.27,2011-12-10 12:50:00
12597,Recent developing,19,4,3067.13,2011-12-10 12:50:00
12598,Champions,10,10,4072.67,2011-12-10 12:50:00
12599,Champions,29,13,2026.72,2011-12-10 12:50:00
12600,Champions,29,20,4402.1,2011-12-10 12:50:00
12601,At-risk established,190,6,565.76,2011-12-10 12:50:00
12602,Lapsed low-value,59,1,153.12,2011-12-10 12:50:00
12603,Recent developing,22,1,613.1999999999999,2011-12-10 12:50:00
12604,Lapsed low-value,79,2,236.18,2011-12-10 12:50:00
12605,At-risk established,376,3,1109.95,2011-12-10 12:50:00
12608,Lapsed low-value,405,1,415.79,2011-12-10 12:50:00
12609,At-risk established,78,9,3021.86,2011-12-10 12:50:00
12610,Recent developing,23,4,1705.99,2011-12-10 12:50:00
12611,Recent developing,52,1,1193.32,2011-12-10 12:50:00
12612,Recent developing,74,1,607.59,2011-12-10 12:50:00
12613,Champions,57,9,6062.02,2011-12-10 12:50:00
12614,Lapsed low-value,278,1,315.6,2011-12-10 12:50:00
12615,Champions,2,8,5192.83,2011-12-10 12:50:00
12616,At-risk established,95,3,937.35,2011-12-10 12:50:00
12617,Recent developing,29,1,355.53,2011-12-10 12:50:00
12618,Recent developing,22,1,137.31,2011-12-10 12:50:00
12619,Champions,16,9,3048.95,2011-12-10 12:50:00
12620,Recent developing,15,3,1303.41,2011-12-10 12:50:00
12621,Champions,2,35,22329.31,2011-12-10 12:50:00
12622,Lapsed low-value,232,1,162.1,2011-12-10 12:50:00
12623,At-risk established,276,7,3315.84,2011-12-10 12:50:00
12624,Lapsed low-value,106,2,569.13,2011-12-10 12:50:00
12625,At-risk established,212,4,4632.48,2011-12-10 12:50:00
12626,Champions,23,9,5721.9,2011-12-10 12:50:00
12627,Champions,11,6,4082.53,2011-12-10 12:50:00
12628,Recent developing,4,3,715.61,2011-12-10 12:50:00
12629,At-risk established,386,2,1198.22,2011-12-10 12:50:00
12630,Recent developing,10,2,1030.88,2011-12-10 12:50:00
12631,At-risk established,57,6,3292.27,2011-12-10 12:50:00
12632,Lapsed low-value,521,2,684.88,2011-12-10 12:50:00
12633,Champions,59,7,5073.21,2011-12-10 12:50:00
12634,Lapsed low-value,548,1,360.0,2011-12-10 12:50:00
12635,At-risk established,90,4,2624.41,2011-12-10 12:50:00
12637,Champions,67,12,8127.66,2011-12-10 12:50:00
12638,Recent developing,33,2,681.49,2011-12-10 12:50:00
12639,At-risk established,239,3,1072.37,2011-12-10 12:50:00
12640,Recent developing,24,3,994.58,2011-12-10 12:50:00
12641,Lapsed low-value,115,1,145.9,2011-12-10 12:50:00
12642,Recent developing,25,3,905.26,2011-12-10 12:50:00
12643,Champions,128,11,7393.42,2011-12-10 12:50:00
12644,At-risk established,130,4,1797.54,2011-12-10 12:50:00
12645,Champions,34,8,3175.1,2011-12-10 12:50:00
12646,Recent developing,5,2,1346.97,2011-12-10 12:50:00
12647,Champions,22,35,14731.64,2011-12-10 12:50:00
12648,At-risk established,155,4,1024.0,2011-12-10 12:50:00
12649,At-risk established,107,8,2060.5,2011-12-10 12:50:00
12650,Recent developing,3,1,242.44000000000003,2011-12-10 12:50:00
12651,Lapsed low-value,335,4,365.3,2011-12-10 12:50:00
12652,At-risk established,331,2,885.58,2011-12-10 12:50:00
12653,At-risk established,149,3,4160.83,2011-12-10 12:50:00
12654,Recent developing,11,5,529.98,2011-12-10 12:50:00
12655,Lapsed low-value,424,1,243.35000000000002,2011-12-10 12:50:00
12656,Champions,17,8,5636.78,2011-12-10 12:50:00
12657,Recent developing,11,4,1008.0600000000001,2011-12-10 12:50:00
12658,Recent developing,19,1,632.05,2011-12-10 12:50:00
12659,Lapsed low-value,30,1,73.68,2011-12-10 12:50:00
12660,Recent developing,11,1,227.1,2011-12-10 12:50:00
12661,Lapsed low-value,436,1,162.0,2011-12-10 12:50:00
12662,Champions,1,20,6335.17,2011-12-10 12:50:00
12663,Lapsed low-value,625,2,150.0,2011-12-10 12:50:00
12664,Champions,8,11,5420.04,2011-12-10 12:50:00
12665,Lapsed low-value,325,3,247.45,2011-12-10 12:50:00
12666,Lapsed low-value,394,1,1020.98,2011-12-10 12:50:00
12667,Recent developing,58,1,460.13,2011-12-10 12:50:00
12668,Champions,12,9,9903.710000000001,2011-12-10 12:50:00
12669,At-risk established,151,2,1427.73,2011-12-10 12:50:00
12670,Champions,10,7,3426.39,2011-12-10 12:50:00
12671,At-risk established,606,1,2622.481,2011-12-10 12:50:00
12672,Lapsed low-value,330,2,380.5,2011-12-10 12:50:00
12673,Recent developing,5,3,1140.02,2011-12-10 12:50:00
12674,Recent developing,39,4,1793.41,2011-12-10 12:50:00
12675,Lapsed low-value,554,2,850.8,2011-12-10 12:50:00
12676,Champions,25,10,2333.09,2011-12-10 12:50:00
12677,Lapsed low-value,555,2,359.1,2011-12-10 12:50:00
12678,Champions,42,15,32165.13,2011-12-10 12:50:00
12679,At-risk established,59,4,908.47,2011-12-10 12:50:00
12680,Recent developing,1,4,790.81,2011-12-10 12:50:00
12681,Champions,15,44,27676.76,2011-12-10 12:50:00
12682,Champions,4,51,21605.81,2011-12-10 12:50:00
12683,Champions,4,20,11134.05,2011-12-10 12:50:00
12684,Champions,8,6,2073.63,2011-12-10 12:50:00
12685,Champions,28,6,2575.08,2011-12-10 12:50:00
12686,Lapsed low-value,372,1,142.28,2011-12-10 12:50:00
12687,At-risk established,481,1,1858.91,2011-12-10 12:50:00
12689,Recent developing,26,2,1139.61,2011-12-10 12:50:00
12690,Lapsed low-value,206,1,335.01,2011-12-10 12:50:00
12691,Recent developing,28,6,1044.4,2011-12-10 12:50:00
12692,Lapsed low-value,637,1,110.95,2011-12-10 12:50:00
12693,At-risk established,127,7,1352.42,2011-12-10 12:50:00
12694,At-risk established,70,3,1659.45,2011-12-10 12:50:00
12695,Champions,7,7,1371.1200000000001,2011-12-10 12:50:00
12696,Lapsed low-value,435,2,731.91,2011-12-10 12:50:00
12697,Recent developing,29,3,739.02,2011-12-10 12:50:00
12698,Lapsed low-value,590,1,285.75,2011-12-10 12:50:00
12699,Lapsed low-value,418,1,566.11,2011-12-10 12:50:00
12700,Champions,8,4,4525.99,2011-12-10 12:50:00
12701,At-risk established,80,6,2248.41,2011-12-10 12:50:00
12702,Recent developing,20,1,201.0,2011-12-10 12:50:00
12703,At-risk established,71,4,802.1800000000001,2011-12-10 12:50:00
12704,Champions,7,8,1740.84,2011-12-10 12:50:00
12705,Champions,15,13,10949.3,2011-12-10 12:50:00
12707,Lapsed low-value,292,1,603.42,2011-12-10 12:50:00
12708,Champions,30,18,4575.01,2011-12-10 12:50:00
12709,Champions,15,32,29390.11,2011-12-10 12:50:00
12710,At-risk established,97,3,1004.57,2011-12-10 12:50:00
12711,At-risk established,612,2,1213.05,2011-12-10 12:50:00
12712,Champions,29,21,6210.66,2011-12-10 12:50:00
12714,Champions,9,12,12815.710000000001,2011-12-10 12:50:00
12715,Lapsed low-value,106,1,273.86,2011-12-10 12:50:00
12716,Recent developing,4,2,963.49,2011-12-10 12:50:00
12717,At-risk established,151,3,1058.91,2011-12-10 12:50:00
12718,Lapsed low-value,71,1,202.25,2011-12-10 12:50:00
12719,Recent developing,5,2,536.1,2011-12-10 12:50:00
12720,Champions,3,29,7112.72,2011-12-10 12:50:00
12721,Champions,32,8,3538.63,2011-12-10 12:50:00
12722,At-risk established,85,4,920.23,2011-12-10 12:50:00
